motif	tf.gene	tf.ensg	pubmedID
MA0467.1	ESX1	ENSG00000123576	23180794
MA0467.1	DUXA	ENSG00000258873	23180794
MA0467.1	DUX4	ENSG00000260596	23180794
MA0467.1	VSX1	ENSG00000100987	23180794
MA0467.1	VSX2	ENSG00000119614	23180794
MA0467.1	TPRX1	ENSG00000178928	23180794
MA0467.1	SHOX2	ENSG00000168779	23180794
MA0467.1	RHOXF1	ENSG00000101883	23180794
MA0467.1	RHOXF2	ENSG00000131721	23180794
MA0467.1	RHOXF2B	ENSG00000203989	23180794
MA0467.1	RAX2	ENSG00000173976	23180794
MA0467.1	PRRX1	ENSG00000116132	23180794
MA0467.1	PRRX2	ENSG00000167157	23180794
MA0467.1	PROP1	ENSG00000175325	23180794
MA0467.1	PITX1	ENSG00000069011	23180794
MA0467.1	PITX2	ENSG00000164093	23180794
MA0467.1	PITX3	ENSG00000107859	23180794
MA0467.1	PHOX2A	ENSG00000165462	23180794
MA0467.1	PHOX2B	ENSG00000109132	23180794
MA0467.1	OTX1	ENSG00000115507	23180794
MA0467.1	OTX2	ENSG00000165588	23180794
MA0467.1	MIXL1	ENSG00000185155	23180794
MA0467.1	HESX1	ENSG00000163666	23180794
MA0467.1	ALX1	ENSG00000180318	23180794
MA0467.1	ALX3	ENSG00000156150	23180794
MA0467.1	ALX4	ENSG00000052850	23180794
MA0467.1	ELF3	ENSG00000163435	23180794
MA0468.1	HOPX	ENSG00000171476	23180794
MA0468.1	ISX	ENSG00000175329	23180794
MA0468.1	LEUTX	ENSG00000213921	23180794
MA0468.1	NOBOX	ENSG00000106410	23180794
MA0468.1	OTP	ENSG00000171540	23180794
MA0468.1	ARGFX	ENSG00000186103	23180794
MA0468.1	RAX	ENSG00000134438	23180794
MA0468.1	SEBOX	ENSG00000274529	23180794
MA0468.1	SHOX	ENSG00000185960	23180794
MA0468.1	UNCX	ENSG00000164853	23180794
MA0468.1	ARX	ENSG00000004848	23180794
MA0468.1	DPRX	ENSG00000204595	23180794
MA0468.1	DRGX	ENSG00000165606	23180794
MA0468.1	GSC	ENSG00000133937	23180794
MA0468.1	GSC2	ENSG00000063515	23180794
MA0468.1	ESX1	ENSG00000123576	23180794
MA0468.1	DUXA	ENSG00000258873	23180794
MA0468.1	VSX1	ENSG00000100987	23180794
MA0468.1	VSX2	ENSG00000119614	23180794
MA0468.1	TPRX1	ENSG00000178928	23180794
MA0468.1	SHOX2	ENSG00000168779	23180794
MA0468.1	RHOXF1	ENSG00000101883	23180794
MA0468.1	RHOXF2	ENSG00000131721	23180794
MA0468.1	RHOXF2B	ENSG00000203989	23180794
MA0468.1	RAX2	ENSG00000173976	23180794
MA0468.1	PRRX1	ENSG00000116132	23180794
MA0468.1	PRRX2	ENSG00000167157	23180794
MA0468.1	PROP1	ENSG00000175325	23180794
MA0468.1	PITX1	ENSG00000069011	23180794
MA0468.1	PITX2	ENSG00000164093	23180794
MA0468.1	PITX3	ENSG00000107859	23180794
MA0468.1	PHOX2A	ENSG00000165462	23180794
MA0468.1	PHOX2B	ENSG00000109132	23180794
MA0468.1	OTX1	ENSG00000115507	23180794
MA0468.1	OTX2	ENSG00000165588	23180794
MA0468.1	CRX	ENSG00000105392	23180794
MA0468.1	MIXL1	ENSG00000185155	23180794
MA0468.1	HESX1	ENSG00000163666	23180794
MA0468.1	ALX1	ENSG00000180318	23180794
MA0468.1	ALX3	ENSG00000156150	23180794
MA0468.1	ALX4	ENSG00000052850	23180794
MA0468.1	ELF3	ENSG00000163435	23180794
MA0469.2	E2F1	ENSG00000101412	23180794
MA0469.2	E2F2	ENSG00000007968	23180794
MA0469.2	E2F4	ENSG00000205250	23180794
MA0469.2	E2F5	ENSG00000133740	23180794
MA0469.2	E2F6	ENSG00000169016	23180794
MA0469.2	E2F7	ENSG00000165891	23180794
MA0469.2	E2F8	ENSG00000129173	23180794
MA0470.1	E2F1	ENSG00000101412	23180794
MA0470.1	E2F2	ENSG00000007968	23180794
MA0470.1	E2F3	ENSG00000112242	23180794
MA0470.1	E2F5	ENSG00000133740	23180794
MA0470.1	E2F6	ENSG00000169016	23180794
MA0470.1	E2F7	ENSG00000165891	23180794
MA0470.1	E2F8	ENSG00000129173	23180794
MA0471.1	E2F1	ENSG00000101412	23180794
MA0471.1	E2F2	ENSG00000007968	23180794
MA0471.1	E2F3	ENSG00000112242	23180794
MA0471.1	E2F4	ENSG00000205250	23180794
MA0471.1	E2F5	ENSG00000133740	23180794
MA0471.1	E2F7	ENSG00000165891	23180794
MA0471.1	E2F8	ENSG00000129173	23180794
MA0472.2	EGR1	ENSG00000120738	23180794
MA0472.2	EGR3	ENSG00000179388	23180794
MA0472.2	EGR4	ENSG00000135625	23180794
MA0472.2	KLF1	ENSG00000105610	23180794
MA0472.2	KLF10	ENSG00000155090	23180794
MA0472.2	KLF11	ENSG00000172059	23180794
MA0472.2	KLF12	ENSG00000118922	23180794
MA0472.2	KLF13	ENSG00000169926	23180794
MA0472.2	KLF14	ENSG00000266265	23180794
MA0472.2	KLF15	ENSG00000163884	23180794
MA0472.2	KLF16	ENSG00000129911	23180794
MA0472.2	KLF17	ENSG00000171872	23180794
MA0472.2	KLF2	ENSG00000127528	23180794
MA0472.2	KLF3	ENSG00000109787	23180794
MA0472.2	KLF4	ENSG00000136826	23180794
MA0472.2	KLF5	ENSG00000102554	23180794
MA0472.2	KLF6	ENSG00000067082	23180794
MA0472.2	KLF7	ENSG00000118263	23180794
MA0472.2	KLF8	ENSG00000102349	23180794
MA0472.2	KLF9	ENSG00000119138	23180794
MA0472.2	SP1	ENSG00000185591	23180794
MA0472.2	SP2	ENSG00000167182	23180794
MA0472.2	SP3	ENSG00000172845	23180794
MA0472.2	SP4	ENSG00000105866	23180794
MA0472.2	SP5	ENSG00000204335	23180794
MA0472.2	SP6	ENSG00000189120	23180794
MA0472.2	SP7	ENSG00000170374	23180794
MA0472.2	SP8	ENSG00000164651	23180794
MA0472.2	SP9	ENSG00000217236	23180794
MA0473.2	SPDEF	ENSG00000124664	23180794
MA0473.2	ETV6	ENSG00000139083	23180794
MA0473.2	ETV7	ENSG00000010030	23180794
MA0473.2	SPIB	ENSG00000269404	23180794
MA0473.2	SPIC	ENSG00000166211	23180794
MA0473.2	EHF	ENSG00000135373	23180794
MA0473.2	ELF3	ENSG00000163435	23180794
MA0473.2	ELF5	ENSG00000135374	23180794
MA0473.2	ELF2	ENSG00000109381	23180794
MA0473.2	ELF4	ENSG00000102034	23180794
MA0473.2	ELK1	ENSG00000126767	23180794
MA0473.2	ELK3	ENSG00000111145	23180794
MA0473.2	ELK4	ENSG00000158711	23180794
MA0473.2	ETV1	ENSG00000006468	23180794
MA0473.2	ETV4	ENSG00000175832	23180794
MA0473.2	ETV5	ENSG00000244405	23180794
MA0473.2	ERF	ENSG00000105722	23180794
MA0473.2	ETV2	ENSG00000105672	23180794
MA0473.2	FLI1	ENSG00000151702	23180794
MA0473.2	ERG	ENSG00000157554	23180794
MA0473.2	FEV	ENSG00000163497	23180794
MA0473.2	ETV3	ENSG00000117036	23180794
MA0473.2	ETV3L	ENSG00000253831	23180794
MA0474.2	SPDEF	ENSG00000124664	23180794
MA0474.2	ETV6	ENSG00000139083	23180794
MA0474.2	ETV7	ENSG00000010030	23180794
MA0474.2	SPIB	ENSG00000269404	23180794
MA0474.2	SPIC	ENSG00000166211	23180794
MA0474.2	EHF	ENSG00000135373	23180794
MA0474.2	ELF3	ENSG00000163435	23180794
MA0474.2	ELF5	ENSG00000135374	23180794
MA0474.2	ELF1	ENSG00000120690	23180794
MA0474.2	ELF2	ENSG00000109381	23180794
MA0474.2	ELF4	ENSG00000102034	23180794
MA0474.2	ELK1	ENSG00000126767	23180794
MA0474.2	ELK3	ENSG00000111145	23180794
MA0474.2	ELK4	ENSG00000158711	23180794
MA0474.2	ETV1	ENSG00000006468	23180794
MA0474.2	ETV4	ENSG00000175832	23180794
MA0474.2	ETV5	ENSG00000244405	23180794
MA0474.2	ERF	ENSG00000105722	23180794
MA0474.2	ETV2	ENSG00000105672	23180794
MA0474.2	FLI1	ENSG00000151702	23180794
MA0474.2	FEV	ENSG00000163497	23180794
MA0474.2	ETV3	ENSG00000117036	23180794
MA0474.2	ETV3L	ENSG00000253831	23180794
MA0475.2	SPDEF	ENSG00000124664	23180794
MA0475.2	ETV6	ENSG00000139083	23180794
MA0475.2	ETV7	ENSG00000010030	23180794
MA0475.2	SPIB	ENSG00000269404	23180794
MA0475.2	SPIC	ENSG00000166211	23180794
MA0475.2	EHF	ENSG00000135373	23180794
MA0475.2	ELF3	ENSG00000163435	23180794
MA0475.2	ELF5	ENSG00000135374	23180794
MA0475.2	ELF1	ENSG00000120690	23180794
MA0475.2	ELF2	ENSG00000109381	23180794
MA0475.2	ELF4	ENSG00000102034	23180794
MA0475.2	ELK1	ENSG00000126767	23180794
MA0475.2	ELK3	ENSG00000111145	23180794
MA0475.2	ELK4	ENSG00000158711	23180794
MA0475.2	ETV1	ENSG00000006468	23180794
MA0475.2	ETV4	ENSG00000175832	23180794
MA0475.2	ETV5	ENSG00000244405	23180794
MA0475.2	ERF	ENSG00000105722	23180794
MA0475.2	ETV2	ENSG00000105672	23180794
MA0475.2	ERG	ENSG00000157554	23180794
MA0475.2	FEV	ENSG00000163497	23180794
MA0475.2	ETV3	ENSG00000117036	23180794
MA0475.2	ETV3L	ENSG00000253831	23180794
MA0479.1	FOXI1	ENSG00000168269	23180794
MA0479.1	FOXI2	ENSG00000186766	23180794
MA0479.1	FOXI3	ENSG00000214336	23180794
MA0479.1	FOXG1	ENSG00000176165	23180794
MA0479.1	FOXF1	ENSG00000103241	23180794
MA0479.1	FOXF2	ENSG00000137273	23180794
MA0479.1	FOXE1	ENSG00000178919	23180794
MA0479.1	FOXE3	ENSG00000186790	23180794
MA0479.1	FOXD1	ENSG00000251493	23180794
MA0479.1	FOXD4L6	ENSG00000273514	23180794
MA0479.1	FOXD2	ENSG00000186564	23180794
MA0479.1	FOXD3	ENSG00000187140	23180794
MA0479.1	FOXD4	ENSG00000170122	23180794
MA0479.1	FOXD4L1	ENSG00000184492	23180794
MA0479.1	FOXD4L3	ENSG00000187559	23180794
MA0479.1	FOXD4L4	ENSG00000184659	23180794
MA0479.1	FOXD4L5	ENSG00000204779	23180794
MA0479.1	FOXC1	ENSG00000054598	23180794
MA0479.1	FOXC2	ENSG00000176692	23180794
MA0479.1	FOXB1	ENSG00000171956	23180794
MA0479.1	FOXB2	ENSG00000204612	23180794
MA0479.1	FOXS1	ENSG00000179772	23180794
MA0479.1	FOXR1	ENSG00000176302	23180794
MA0479.1	FOXR2	ENSG00000189299	23180794
MA0479.1	FOXQ1	ENSG00000164379	23180794
MA0479.1	FOXP1	ENSG00000114861	23180794
MA0479.1	FOXP2	ENSG00000128573	23180794
MA0479.1	FOXP3	ENSG00000049768	23180794
MA0479.1	FOXP4	ENSG00000137166	23180794
MA0479.1	FOXO1	ENSG00000150907	23180794
MA0479.1	FOXO3	ENSG00000118689	23180794
MA0479.1	FOXO4	ENSG00000184481	23180794
MA0479.1	FOXO6	ENSG00000204060	23180794
MA0479.1	FOXN1	ENSG00000109101	23180794
MA0479.1	FOXN2	ENSG00000170802	23180794
MA0479.1	FOXN3	ENSG00000053254	23180794
MA0479.1	FOXN4	ENSG00000139445	23180794
MA0479.1	FOXM1	ENSG00000111206	23180794
MA0479.1	FOXL1	ENSG00000176678	23180794
MA0479.1	FOXL2	ENSG00000183770	23180794
MA0479.1	FOXK1	ENSG00000164916	23180794
MA0479.1	FOXK2	ENSG00000141568	23180794
MA0479.1	FOXJ1	ENSG00000129654	23180794
MA0479.1	FOXJ2	ENSG00000065970	23180794
MA0479.1	FOXJ3	ENSG00000198815	23180794
MA0479.1	FOXA1	ENSG00000129514	23180794
MA0479.1	FOXA2	ENSG00000125798	23180794
MA0479.1	FOXA3	ENSG00000170608	23180794
MA0480.1	FOXI1	ENSG00000168269	23180794
MA0480.1	FOXI2	ENSG00000186766	23180794
MA0480.1	FOXI3	ENSG00000214336	23180794
MA0480.1	FOXH1	ENSG00000160973	23180794
MA0480.1	FOXG1	ENSG00000176165	23180794
MA0480.1	FOXF1	ENSG00000103241	23180794
MA0480.1	FOXF2	ENSG00000137273	23180794
MA0480.1	FOXE1	ENSG00000178919	23180794
MA0480.1	FOXE3	ENSG00000186790	23180794
MA0480.1	FOXD1	ENSG00000251493	23180794
MA0480.1	FOXD4L6	ENSG00000273514	23180794
MA0480.1	FOXD2	ENSG00000186564	23180794
MA0480.1	FOXD3	ENSG00000187140	23180794
MA0480.1	FOXD4	ENSG00000170122	23180794
MA0480.1	FOXD4L1	ENSG00000184492	23180794
MA0480.1	FOXD4L3	ENSG00000187559	23180794
MA0480.1	FOXD4L4	ENSG00000184659	23180794
MA0480.1	FOXD4L5	ENSG00000204779	23180794
MA0480.1	FOXC1	ENSG00000054598	23180794
MA0480.1	FOXC2	ENSG00000176692	23180794
MA0480.1	FOXB1	ENSG00000171956	23180794
MA0480.1	FOXB2	ENSG00000204612	23180794
MA0480.1	FOXS1	ENSG00000179772	23180794
MA0480.1	FOXR1	ENSG00000176302	23180794
MA0480.1	FOXR2	ENSG00000189299	23180794
MA0480.1	FOXQ1	ENSG00000164379	23180794
MA0480.1	FOXP1	ENSG00000114861	23180794
MA0480.1	FOXP2	ENSG00000128573	23180794
MA0480.1	FOXP3	ENSG00000049768	23180794
MA0480.1	FOXP4	ENSG00000137166	23180794
MA0480.1	FOXO3	ENSG00000118689	23180794
MA0480.1	FOXO4	ENSG00000184481	23180794
MA0480.1	FOXO6	ENSG00000204060	23180794
MA0480.1	FOXN1	ENSG00000109101	23180794
MA0480.1	FOXN2	ENSG00000170802	23180794
MA0480.1	FOXN3	ENSG00000053254	23180794
MA0480.1	FOXN4	ENSG00000139445	23180794
MA0480.1	FOXM1	ENSG00000111206	23180794
MA0480.1	FOXL1	ENSG00000176678	23180794
MA0480.1	FOXL2	ENSG00000183770	23180794
MA0480.1	FOXK1	ENSG00000164916	23180794
MA0480.1	FOXK2	ENSG00000141568	23180794
MA0480.1	FOXJ1	ENSG00000129654	23180794
MA0480.1	FOXJ2	ENSG00000065970	23180794
MA0480.1	FOXJ3	ENSG00000198815	23180794
MA0480.1	FOXA1	ENSG00000129514	23180794
MA0480.1	FOXA2	ENSG00000125798	23180794
MA0480.1	FOXA3	ENSG00000170608	23180794
MA0481.1	FOXI1	ENSG00000168269	23180794
MA0481.1	FOXI2	ENSG00000186766	23180794
MA0481.1	FOXI3	ENSG00000214336	23180794
MA0481.1	FOXH1	ENSG00000160973	23180794
MA0481.1	FOXG1	ENSG00000176165	23180794
MA0481.1	FOXF1	ENSG00000103241	23180794
MA0481.1	FOXF2	ENSG00000137273	23180794
MA0481.1	FOXE1	ENSG00000178919	23180794
MA0481.1	FOXE3	ENSG00000186790	23180794
MA0481.1	FOXD1	ENSG00000251493	23180794
MA0481.1	FOXD4L6	ENSG00000273514	23180794
MA0481.1	FOXD2	ENSG00000186564	23180794
MA0481.1	FOXD3	ENSG00000187140	23180794
MA0481.1	FOXD4	ENSG00000170122	23180794
MA0481.1	FOXD4L1	ENSG00000184492	23180794
MA0481.1	FOXD4L3	ENSG00000187559	23180794
MA0481.1	FOXD4L4	ENSG00000184659	23180794
MA0481.1	FOXD4L5	ENSG00000204779	23180794
MA0481.1	FOXC1	ENSG00000054598	23180794
MA0481.1	FOXC2	ENSG00000176692	23180794
MA0481.1	FOXB1	ENSG00000171956	23180794
MA0481.1	FOXB2	ENSG00000204612	23180794
MA0481.1	FOXS1	ENSG00000179772	23180794
MA0481.1	FOXR1	ENSG00000176302	23180794
MA0481.1	FOXR2	ENSG00000189299	23180794
MA0481.1	FOXQ1	ENSG00000164379	23180794
MA0481.1	FOXP2	ENSG00000128573	23180794
MA0481.1	FOXP3	ENSG00000049768	23180794
MA0481.1	FOXP4	ENSG00000137166	23180794
MA0481.1	FOXO1	ENSG00000150907	23180794
MA0481.1	FOXO3	ENSG00000118689	23180794
MA0481.1	FOXO4	ENSG00000184481	23180794
MA0481.1	FOXO6	ENSG00000204060	23180794
MA0481.1	FOXN1	ENSG00000109101	23180794
MA0481.1	FOXN2	ENSG00000170802	23180794
MA0481.1	FOXN3	ENSG00000053254	23180794
MA0481.1	FOXN4	ENSG00000139445	23180794
MA0481.1	FOXM1	ENSG00000111206	23180794
MA0481.1	FOXL1	ENSG00000176678	23180794
MA0481.1	FOXL2	ENSG00000183770	23180794
MA0481.1	FOXK1	ENSG00000164916	23180794
MA0481.1	FOXK2	ENSG00000141568	23180794
MA0481.1	FOXJ1	ENSG00000129654	23180794
MA0481.1	FOXJ2	ENSG00000065970	23180794
MA0481.1	FOXJ3	ENSG00000198815	23180794
MA0481.1	FOXA1	ENSG00000129514	23180794
MA0481.1	FOXA2	ENSG00000125798	23180794
MA0481.1	FOXA3	ENSG00000170608	23180794
MA0482.1	GATAD1	ENSG00000157259	23180794
MA0482.1	DNMT3B	ENSG00000088305	23180794
MA0482.1	DNMT3L	ENSG00000142182	23180794
MA0482.1	ATRX	ENSG00000085224	23180794
MA0482.1	TRPS1	ENSG00000104447	23180794
MA0482.1	RERE	ENSG00000142599	23180794
MA0482.1	MTA1	ENSG00000182979	23180794
MA0482.1	MTA2	ENSG00000149480	23180794
MA0482.1	MTA3	ENSG00000057935	23180794
MA0482.1	ZGLP1	ENSG00000220201	23180794
MA0482.1	DNMT3A	ENSG00000119772	23180794
MA0482.1	GATA1	ENSG00000102145	23180794
MA0482.1	GATA2	ENSG00000179348	23180794
MA0482.1	GATA3	ENSG00000107485	23180794
MA0482.1	GATA5	ENSG00000130700	23180794
MA0482.1	GATA6	ENSG00000141448	23180794
MA0485.1	CDX1	ENSG00000113722	23180794
MA0485.1	CDX2	ENSG00000165556	23180794
MA0485.1	CDX4	ENSG00000131264	23180794
MA0485.1	HOXA9	ENSG00000078399	23180794
MA0485.1	HOXD11	ENSG00000128713	23180794
MA0485.1	HOXC12	ENSG00000123407	23180794
MA0485.1	HOXD12	ENSG00000170178	23180794
MA0485.1	HOXA13	ENSG00000106031	23180794
MA0485.1	HOXB13	ENSG00000159184	23180794
MA0485.1	HOXC13	ENSG00000123364	23180794
MA0485.1	HOXD13	ENSG00000128714	23180794
MA0485.1	HOXB9	ENSG00000170689	23180794
MA0485.1	HOXD9	ENSG00000128709	23180794
MA0485.1	HOXA10	ENSG00000253293	23180794
MA0485.1	HOXC10	ENSG00000180818	23180794
MA0485.1	HOXD10	ENSG00000128710	23180794
MA0485.1	HOXA11	ENSG00000005073	23180794
MA0485.1	HOXC11	ENSG00000123388	23180794
MA0485.1	HOXB8	ENSG00000120068	23180794
MA0485.1	HOXC8	ENSG00000037965	23180794
MA0485.1	HOXD8	ENSG00000175879	23180794
MA0485.1	HOXA6	ENSG00000106006	23180794
MA0485.1	HOXB6	ENSG00000108511	23180794
MA0485.1	HOXC6	ENSG00000197757	23180794
MA0485.1	HOXA7	ENSG00000122592	23180794
MA0485.1	HOXB7	ENSG00000260027	23180794
MA0485.1	HOXA5	ENSG00000106004	23180794
MA0485.1	HOXB5	ENSG00000120075	23180794
MA0485.1	HOXC5	ENSG00000172789	23180794
MA0485.1	HOXA4	ENSG00000197576	23180794
MA0485.1	HOXB4	ENSG00000182742	23180794
MA0485.1	HOXC4	ENSG00000198353	23180794
MA0485.1	HOXD4	ENSG00000170166	23180794
MA0485.1	HOXA3	ENSG00000105997	23180794
MA0485.1	HOXB3	ENSG00000120093	23180794
MA0485.1	HOXD3	ENSG00000128652	23180794
MA0485.1	HOXA2	ENSG00000105996	23180794
MA0485.1	HOXB2	ENSG00000173917	23180794
MA0485.1	PDX1	ENSG00000139515	23180794
MA0485.1	MEOX1	ENSG00000005102	23180794
MA0485.1	MEOX2	ENSG00000106511	23180794
MA0485.1	MNX1	ENSG00000130675	23180794
MA0485.1	GSX1	ENSG00000169840	23180794
MA0485.1	GSX2	ENSG00000180613	23180794
MA0485.1	GBX1	ENSG00000164900	23180794
MA0485.1	GBX2	ENSG00000168505	23180794
MA0485.1	EVX1	ENSG00000106038	23180794
MA0485.1	EVX2	ENSG00000174279	23180794
MA0485.1	HOXA1	ENSG00000105991	23180794
MA0485.1	HOXB1	ENSG00000120094	23180794
MA0485.1	HOXD1	ENSG00000128645	23180794
MA0486.2	HSF2	ENSG00000025156	23180794
MA0486.2	HSF4	ENSG00000102878	23180794
MA0486.2	HSF5	ENSG00000176160	23180794
MA0486.2	HSFX1	ENSG00000171116	23180794
MA0486.2	HSFY1	ENSG00000172468	23180794
MA0490.1	ATF2	ENSG00000115966	23180794
MA0490.1	ATF7	ENSG00000170653	23180794
MA0490.1	CREB5	ENSG00000146592	23180794
MA0490.1	NFE2L1	ENSG00000082641	23180794
MA0490.1	NFE2L2	ENSG00000116044	23180794
MA0490.1	NFE2L3	ENSG00000050344	23180794
MA0490.1	BACH1	ENSG00000156273	23180794
MA0490.1	BACH2	ENSG00000112182	23180794
MA0490.1	JUND	ENSG00000130522	23180794
MA0491.1	ATF2	ENSG00000115966	23180794
MA0491.1	ATF7	ENSG00000170653	23180794
MA0491.1	CREB5	ENSG00000146592	23180794
MA0491.1	NFE2L1	ENSG00000082641	23180794
MA0491.1	NFE2L2	ENSG00000116044	23180794
MA0491.1	NFE2L3	ENSG00000050344	23180794
MA0491.1	BACH1	ENSG00000156273	23180794
MA0491.1	BACH2	ENSG00000112182	23180794
MA0491.1	JUNB	ENSG00000171223	23180794
MA0492.1	ATF2	ENSG00000115966	23180794
MA0492.1	ATF7	ENSG00000170653	23180794
MA0492.1	CREB5	ENSG00000146592	23180794
MA0492.1	NFE2L1	ENSG00000082641	23180794
MA0492.1	NFE2L2	ENSG00000116044	23180794
MA0492.1	NFE2L3	ENSG00000050344	23180794
MA0492.1	BACH1	ENSG00000156273	23180794
MA0492.1	BACH2	ENSG00000112182	23180794
MA0492.1	JUNB	ENSG00000171223	23180794
MA0493.1	EGR1	ENSG00000120738	23180794
MA0493.1	EGR2	ENSG00000122877	23180794
MA0493.1	EGR3	ENSG00000179388	23180794
MA0493.1	EGR4	ENSG00000135625	23180794
MA0493.1	KLF10	ENSG00000155090	23180794
MA0493.1	KLF11	ENSG00000172059	23180794
MA0493.1	KLF12	ENSG00000118922	23180794
MA0493.1	KLF13	ENSG00000169926	23180794
MA0493.1	KLF14	ENSG00000266265	23180794
MA0493.1	KLF15	ENSG00000163884	23180794
MA0493.1	KLF16	ENSG00000129911	23180794
MA0493.1	KLF17	ENSG00000171872	23180794
MA0493.1	KLF2	ENSG00000127528	23180794
MA0493.1	KLF3	ENSG00000109787	23180794
MA0493.1	KLF4	ENSG00000136826	23180794
MA0493.1	KLF5	ENSG00000102554	23180794
MA0493.1	KLF6	ENSG00000067082	23180794
MA0493.1	KLF7	ENSG00000118263	23180794
MA0493.1	KLF8	ENSG00000102349	23180794
MA0493.1	KLF9	ENSG00000119138	23180794
MA0493.1	SP1	ENSG00000185591	23180794
MA0493.1	SP2	ENSG00000167182	23180794
MA0493.1	SP3	ENSG00000172845	23180794
MA0493.1	SP4	ENSG00000105866	23180794
MA0493.1	SP5	ENSG00000204335	23180794
MA0493.1	SP6	ENSG00000189120	23180794
MA0493.1	SP7	ENSG00000170374	23180794
MA0493.1	SP8	ENSG00000164651	23180794
MA0493.1	SP9	ENSG00000217236	23180794
MA0495.1	MAFG	ENSG00000197063	23180794
MA0495.1	MAFK	ENSG00000198517	23180794
MA0495.1	MAFA	ENSG00000182759	23180794
MA0495.1	MAFB	ENSG00000204103	23180794
MA0495.1	NRL	ENSG00000129535	23180794
MA0496.1	MAFF	ENSG00000185022	23180794
MA0496.1	MAFG	ENSG00000197063	23180794
MA0496.1	MAFA	ENSG00000182759	23180794
MA0496.1	MAFB	ENSG00000204103	23180794
MA0496.1	NRL	ENSG00000129535	23180794
MA0497.1	MEF2A	ENSG00000068305	23180794
MA0497.1	MEF2B	ENSG00000213999	23180794
MA0497.1	MEF2D	ENSG00000116604	23180794
MA0498.2	MKX	ENSG00000150051	23180794
MA0498.2	TGIF1	ENSG00000177426	23180794
MA0498.2	TGIF2	ENSG00000118707	23180794
MA0498.2	TGIF2LX	ENSG00000153779	23180794
MA0498.2	TGIF2LY	ENSG00000176679	23180794
MA0498.2	PKNOX1	ENSG00000160199	23180794
MA0498.2	PKNOX2	ENSG00000165495	23180794
MA0498.2	PBX1	ENSG00000185630	23180794
MA0498.2	PBX2	ENSG00000204304	23180794
MA0498.2	PBX3	ENSG00000167081	23180794
MA0498.2	PBX4	ENSG00000105717	23180794
MA0498.2	MEIS2	ENSG00000134138	23180794
MA0498.2	MEIS3	ENSG00000105419	23180794
MA0498.2	IRX1	ENSG00000170549	23180794
MA0498.2	IRX2	ENSG00000170561	23180794
MA0498.2	IRX3	ENSG00000177508	23180794
MA0498.2	IRX4	ENSG00000113430	23180794
MA0498.2	IRX5	ENSG00000176842	23180794
MA0498.2	IRX6	ENSG00000159387	23180794
MA0502.1	NFYA	ENSG00000001167	23180794
MA0502.1	NFYC	ENSG00000066136	23180794
MA0504.1	NR2C1	ENSG00000120798	23180794
MA0504.1	NR2E1	ENSG00000112333	23180794
MA0507.1	HDX	ENSG00000165259	23180794
MA0507.1	HMBOX1	ENSG00000147421	23180794
MA0507.1	POU6F1	ENSG00000184271	23180794
MA0507.1	POU6F2	ENSG00000106536	23180794
MA0507.1	POU5F1	ENSG00000204531	23180794
MA0507.1	POU5F2	ENSG00000248483	23180794
MA0507.1	POU4F1	ENSG00000152192	23180794
MA0507.1	POU4F2	ENSG00000151615	23180794
MA0507.1	POU4F3	ENSG00000091010	23180794
MA0507.1	POU3F1	ENSG00000185668	23180794
MA0507.1	POU3F2	ENSG00000184486	23180794
MA0507.1	POU3F3	ENSG00000198914	23180794
MA0507.1	POU3F4	ENSG00000196767	23180794
MA0507.1	POU2F1	ENSG00000143190	23180794
MA0507.1	POU2F3	ENSG00000137709	23180794
MA0507.1	POU1F1	ENSG00000064835	23180794
MA0509.1	RFX2	ENSG00000087903	23180794
MA0509.1	RFX3	ENSG00000080298	23180794
MA0509.1	RFX4	ENSG00000111783	23180794
MA0509.1	RFX5	ENSG00000143390	23180794
MA0509.1	RFX6	ENSG00000185002	23180794
MA0509.1	RFX7	ENSG00000181827	23180794
MA0509.1	RFX8	ENSG00000196460	23180794
MA0510.2	RFX1	ENSG00000132005	23180794
MA0510.2	RFX2	ENSG00000087903	23180794
MA0510.2	RFX3	ENSG00000080298	23180794
MA0510.2	RFX4	ENSG00000111783	23180794
MA0510.2	RFX6	ENSG00000185002	23180794
MA0510.2	RFX7	ENSG00000181827	23180794
MA0510.2	RFX8	ENSG00000196460	23180794
MA0511.2	RUNX1	ENSG00000159216	23180794
MA0511.2	RUNX3	ENSG00000020633	23180794
MA0513.1	SMAD6	ENSG00000137834	23180794
MA0513.1	SMAD7	ENSG00000101665	23180794
MA0513.1	SMAD1	ENSG00000170365	23180794
MA0513.1	SMAD5	ENSG00000113658	23180794
MA0513.1	SMAD9	ENSG00000120693	23180794
MA0514.1	SOX30	ENSG00000039600	23180794
MA0514.1	SOX15	ENSG00000129194	23180794
MA0514.1	SOX7	ENSG00000171056	23180794
MA0514.1	SOX17	ENSG00000164736	23180794
MA0514.1	SOX18	ENSG00000203883	23180794
MA0514.1	SOX8	ENSG00000005513	23180794
MA0514.1	SOX9	ENSG00000125398	23180794
MA0514.1	SOX10	ENSG00000100146	23180794
MA0514.1	SOX5	ENSG00000134532	23180794
MA0514.1	SOX6	ENSG00000110693	23180794
MA0514.1	SOX13	ENSG00000143842	23180794
MA0514.1	SOX4	ENSG00000124766	23180794
MA0514.1	SOX11	ENSG00000176887	23180794
MA0514.1	SOX12	ENSG00000177732	23180794
