motif	tf.gene	tf.ensg	pubmedID
MA0717.1	SHOX2	ENSG00000168779	23180794
MA0717.1	RHOXF1	ENSG00000101883	23180794
MA0717.1	RHOXF2	ENSG00000131721	23180794
MA0717.1	RHOXF2B	ENSG00000203989	23180794
MA0717.1	PRRX1	ENSG00000116132	23180794
MA0717.1	PRRX2	ENSG00000167157	23180794
MA0717.1	PROP1	ENSG00000175325	23180794
MA0717.1	PITX1	ENSG00000069011	23180794
MA0717.1	PITX2	ENSG00000164093	23180794
MA0717.1	PITX3	ENSG00000107859	23180794
MA0717.1	PHOX2A	ENSG00000165462	23180794
MA0717.1	PHOX2B	ENSG00000109132	23180794
MA0717.1	OTX1	ENSG00000115507	23180794
MA0717.1	OTX2	ENSG00000165588	23180794
MA0717.1	CRX	ENSG00000105392	23180794
MA0717.1	MIXL1	ENSG00000185155	23180794
MA0717.1	HESX1	ENSG00000163666	23180794
MA0717.1	ALX1	ENSG00000180318	23180794
MA0717.1	ALX3	ENSG00000156150	23180794
MA0717.1	ALX4	ENSG00000052850	23180794
MA0717.1	ELF3	ENSG00000163435	23180794
MA0718.1	HOPX	ENSG00000171476	23180794
MA0718.1	ISX	ENSG00000175329	23180794
MA0718.1	LEUTX	ENSG00000213921	23180794
MA0718.1	NOBOX	ENSG00000106410	23180794
MA0718.1	OTP	ENSG00000171540	23180794
MA0718.1	ARGFX	ENSG00000186103	23180794
MA0718.1	SEBOX	ENSG00000274529	23180794
MA0718.1	SHOX	ENSG00000185960	23180794
MA0718.1	UNCX	ENSG00000164853	23180794
MA0718.1	ARX	ENSG00000004848	23180794
MA0718.1	DPRX	ENSG00000204595	23180794
MA0718.1	DRGX	ENSG00000165606	23180794
MA0718.1	GSC	ENSG00000133937	23180794
MA0718.1	GSC2	ENSG00000063515	23180794
MA0718.1	ESX1	ENSG00000123576	23180794
MA0718.1	DUXA	ENSG00000258873	23180794
MA0718.1	DUX4	ENSG00000260596	23180794
MA0718.1	VSX1	ENSG00000100987	23180794
MA0718.1	VSX2	ENSG00000119614	23180794
MA0718.1	TPRX1	ENSG00000178928	23180794
MA0718.1	SHOX2	ENSG00000168779	23180794
MA0718.1	RHOXF1	ENSG00000101883	23180794
MA0718.1	RHOXF2	ENSG00000131721	23180794
MA0718.1	RHOXF2B	ENSG00000203989	23180794
MA0718.1	RAX2	ENSG00000173976	23180794
MA0718.1	PRRX1	ENSG00000116132	23180794
MA0718.1	PRRX2	ENSG00000167157	23180794
MA0718.1	PROP1	ENSG00000175325	23180794
MA0718.1	PITX1	ENSG00000069011	23180794
MA0718.1	PITX2	ENSG00000164093	23180794
MA0718.1	PITX3	ENSG00000107859	23180794
MA0718.1	PHOX2A	ENSG00000165462	23180794
MA0718.1	PHOX2B	ENSG00000109132	23180794
MA0718.1	OTX1	ENSG00000115507	23180794
MA0718.1	OTX2	ENSG00000165588	23180794
MA0718.1	CRX	ENSG00000105392	23180794
MA0718.1	MIXL1	ENSG00000185155	23180794
MA0718.1	HESX1	ENSG00000163666	23180794
MA0718.1	ALX1	ENSG00000180318	23180794
MA0718.1	ALX3	ENSG00000156150	23180794
MA0718.1	ALX4	ENSG00000052850	23180794
MA0718.1	ELF3	ENSG00000163435	23180794
MA0719.1	HOPX	ENSG00000171476	23180794
MA0719.1	ISX	ENSG00000175329	23180794
MA0719.1	LEUTX	ENSG00000213921	23180794
MA0719.1	NOBOX	ENSG00000106410	23180794
MA0719.1	OTP	ENSG00000171540	23180794
MA0719.1	ARGFX	ENSG00000186103	23180794
MA0719.1	RAX	ENSG00000134438	23180794
MA0719.1	SEBOX	ENSG00000274529	23180794
MA0719.1	SHOX	ENSG00000185960	23180794
MA0719.1	UNCX	ENSG00000164853	23180794
MA0719.1	ARX	ENSG00000004848	23180794
MA0719.1	DPRX	ENSG00000204595	23180794
MA0719.1	DRGX	ENSG00000165606	23180794
MA0719.1	GSC	ENSG00000133937	23180794
MA0719.1	GSC2	ENSG00000063515	23180794
MA0719.1	ESX1	ENSG00000123576	23180794
MA0719.1	DUXA	ENSG00000258873	23180794
MA0719.1	DUX4	ENSG00000260596	23180794
MA0719.1	VSX1	ENSG00000100987	23180794
MA0719.1	VSX2	ENSG00000119614	23180794
MA0719.1	TPRX1	ENSG00000178928	23180794
MA0719.1	SHOX2	ENSG00000168779	23180794
MA0719.1	RHOXF2	ENSG00000131721	23180794
MA0719.1	RHOXF2B	ENSG00000203989	23180794
MA0719.1	RAX2	ENSG00000173976	23180794
MA0719.1	PRRX1	ENSG00000116132	23180794
MA0719.1	PRRX2	ENSG00000167157	23180794
MA0719.1	PROP1	ENSG00000175325	23180794
MA0719.1	PITX1	ENSG00000069011	23180794
MA0719.1	PITX2	ENSG00000164093	23180794
MA0719.1	PITX3	ENSG00000107859	23180794
MA0719.1	PHOX2A	ENSG00000165462	23180794
MA0719.1	PHOX2B	ENSG00000109132	23180794
MA0719.1	OTX1	ENSG00000115507	23180794
MA0719.1	OTX2	ENSG00000165588	23180794
MA0719.1	CRX	ENSG00000105392	23180794
MA0719.1	MIXL1	ENSG00000185155	23180794
MA0719.1	HESX1	ENSG00000163666	23180794
MA0719.1	ALX1	ENSG00000180318	23180794
MA0719.1	ALX3	ENSG00000156150	23180794
MA0719.1	ALX4	ENSG00000052850	23180794
MA0719.1	ELF3	ENSG00000163435	23180794
MA0720.1	HOPX	ENSG00000171476	23180794
MA0720.1	ISX	ENSG00000175329	23180794
MA0720.1	LEUTX	ENSG00000213921	23180794
MA0720.1	NOBOX	ENSG00000106410	23180794
MA0720.1	OTP	ENSG00000171540	23180794
MA0720.1	ARGFX	ENSG00000186103	23180794
MA0720.1	RAX	ENSG00000134438	23180794
MA0720.1	SEBOX	ENSG00000274529	23180794
MA0720.1	SHOX	ENSG00000185960	23180794
MA0720.1	UNCX	ENSG00000164853	23180794
MA0720.1	ARX	ENSG00000004848	23180794
MA0720.1	DPRX	ENSG00000204595	23180794
MA0720.1	DRGX	ENSG00000165606	23180794
MA0720.1	GSC	ENSG00000133937	23180794
MA0720.1	GSC2	ENSG00000063515	23180794
MA0720.1	ESX1	ENSG00000123576	23180794
MA0720.1	DUXA	ENSG00000258873	23180794
MA0720.1	DUX4	ENSG00000260596	23180794
MA0720.1	VSX1	ENSG00000100987	23180794
MA0720.1	VSX2	ENSG00000119614	23180794
MA0720.1	TPRX1	ENSG00000178928	23180794
MA0720.1	RHOXF1	ENSG00000101883	23180794
MA0720.1	RHOXF2	ENSG00000131721	23180794
MA0720.1	RHOXF2B	ENSG00000203989	23180794
MA0720.1	RAX2	ENSG00000173976	23180794
MA0720.1	PRRX1	ENSG00000116132	23180794
MA0720.1	PRRX2	ENSG00000167157	23180794
MA0720.1	PROP1	ENSG00000175325	23180794
MA0720.1	PITX1	ENSG00000069011	23180794
MA0720.1	PITX2	ENSG00000164093	23180794
MA0720.1	PITX3	ENSG00000107859	23180794
MA0720.1	PHOX2A	ENSG00000165462	23180794
MA0720.1	PHOX2B	ENSG00000109132	23180794
MA0720.1	OTX1	ENSG00000115507	23180794
MA0720.1	OTX2	ENSG00000165588	23180794
MA0720.1	CRX	ENSG00000105392	23180794
MA0720.1	MIXL1	ENSG00000185155	23180794
MA0720.1	HESX1	ENSG00000163666	23180794
MA0720.1	ALX1	ENSG00000180318	23180794
MA0720.1	ALX3	ENSG00000156150	23180794
MA0720.1	ALX4	ENSG00000052850	23180794
MA0720.1	ELF3	ENSG00000163435	23180794
MA0721.1	HOPX	ENSG00000171476	23180794
MA0721.1	ISX	ENSG00000175329	23180794
MA0721.1	LEUTX	ENSG00000213921	23180794
MA0721.1	NOBOX	ENSG00000106410	23180794
MA0721.1	OTP	ENSG00000171540	23180794
MA0721.1	ARGFX	ENSG00000186103	23180794
MA0721.1	RAX	ENSG00000134438	23180794
MA0721.1	SEBOX	ENSG00000274529	23180794
MA0721.1	SHOX	ENSG00000185960	23180794
MA0721.1	ARX	ENSG00000004848	23180794
MA0721.1	DPRX	ENSG00000204595	23180794
MA0721.1	DRGX	ENSG00000165606	23180794
MA0721.1	GSC	ENSG00000133937	23180794
MA0721.1	GSC2	ENSG00000063515	23180794
MA0721.1	ESX1	ENSG00000123576	23180794
MA0721.1	DUXA	ENSG00000258873	23180794
MA0721.1	DUX4	ENSG00000260596	23180794
MA0721.1	VSX1	ENSG00000100987	23180794
MA0721.1	VSX2	ENSG00000119614	23180794
MA0721.1	TPRX1	ENSG00000178928	23180794
MA0721.1	SHOX2	ENSG00000168779	23180794
MA0721.1	RHOXF1	ENSG00000101883	23180794
MA0721.1	RHOXF2	ENSG00000131721	23180794
MA0721.1	RHOXF2B	ENSG00000203989	23180794
MA0721.1	RAX2	ENSG00000173976	23180794
MA0721.1	PRRX1	ENSG00000116132	23180794
MA0721.1	PRRX2	ENSG00000167157	23180794
MA0721.1	PROP1	ENSG00000175325	23180794
MA0721.1	PITX1	ENSG00000069011	23180794
MA0721.1	PITX2	ENSG00000164093	23180794
MA0721.1	PITX3	ENSG00000107859	23180794
MA0721.1	PHOX2A	ENSG00000165462	23180794
MA0721.1	PHOX2B	ENSG00000109132	23180794
MA0721.1	OTX1	ENSG00000115507	23180794
MA0721.1	OTX2	ENSG00000165588	23180794
MA0721.1	CRX	ENSG00000105392	23180794
MA0721.1	MIXL1	ENSG00000185155	23180794
MA0721.1	HESX1	ENSG00000163666	23180794
MA0721.1	ALX1	ENSG00000180318	23180794
MA0721.1	ALX3	ENSG00000156150	23180794
MA0721.1	ALX4	ENSG00000052850	23180794
MA0721.1	ELF3	ENSG00000163435	23180794
MA0722.1	NANOG	ENSG00000111704	23180794
MA0722.1	NOTO	ENSG00000214513	23180794
MA0722.1	VENTX	ENSG00000151650	23180794
MA0722.1	BSX	ENSG00000188909	23180794
MA0722.1	HHEX	ENSG00000152804	23180794
MA0722.1	HLX	ENSG00000136630	23180794
MA0722.1	EN1	ENSG00000163064	23180794
MA0722.1	EN2	ENSG00000164778	23180794
MA0722.1	EMX1	ENSG00000135638	23180794
MA0722.1	EMX2	ENSG00000170370	23180794
MA0722.1	DLX1	ENSG00000144355	23180794
MA0722.1	DLX2	ENSG00000115844	23180794
MA0722.1	DLX3	ENSG00000064195	23180794
MA0722.1	DLX4	ENSG00000108813	23180794
MA0722.1	DLX5	ENSG00000105880	23180794
MA0722.1	DLX6	ENSG00000006377	23180794
MA0722.1	DBX1	ENSG00000109851	23180794
MA0722.1	DBX2	ENSG00000185610	23180794
MA0722.1	VAX2	ENSG00000116035	23180794
MA0722.1	TLX1	ENSG00000107807	23180794
MA0722.1	TLX2	ENSG00000115297	23180794
MA0722.1	TLX3	ENSG00000164438	23180794
MA0722.1	BARX1	ENSG00000131668	23180794
MA0722.1	BARX2	ENSG00000043039	23180794
MA0722.1	HMX1	ENSG00000215612	23180794
MA0722.1	HMX2	ENSG00000188816	23180794
MA0722.1	HMX3	ENSG00000188620	23180794
MA0722.1	MSX1	ENSG00000163132	23180794
MA0722.1	MSX2	ENSG00000120149	23180794
MA0722.1	LBX1	ENSG00000138136	23180794
MA0722.1	LBX2	ENSG00000179528	23180794
MA0722.1	BARHL1	ENSG00000125492	23180794
MA0722.1	BARHL2	ENSG00000143032	23180794
MA0722.1	NR2E1	ENSG00000112333	23180794
MA0723.1	NANOG	ENSG00000111704	23180794
MA0723.1	NOTO	ENSG00000214513	23180794
MA0723.1	VENTX	ENSG00000151650	23180794
MA0723.1	BSX	ENSG00000188909	23180794
MA0723.1	HHEX	ENSG00000152804	23180794
MA0723.1	HLX	ENSG00000136630	23180794
MA0723.1	EN1	ENSG00000163064	23180794
MA0723.1	EN2	ENSG00000164778	23180794
MA0723.1	EMX1	ENSG00000135638	23180794
MA0723.1	EMX2	ENSG00000170370	23180794
MA0723.1	DLX1	ENSG00000144355	23180794
MA0723.1	DLX2	ENSG00000115844	23180794
MA0723.1	DLX3	ENSG00000064195	23180794
MA0723.1	DLX4	ENSG00000108813	23180794
MA0723.1	DLX5	ENSG00000105880	23180794
MA0723.1	DLX6	ENSG00000006377	23180794
MA0723.1	DBX1	ENSG00000109851	23180794
MA0723.1	DBX2	ENSG00000185610	23180794
MA0723.1	VAX1	ENSG00000148704	23180794
MA0723.1	TLX1	ENSG00000107807	23180794
MA0723.1	TLX2	ENSG00000115297	23180794
MA0723.1	TLX3	ENSG00000164438	23180794
MA0723.1	BARX1	ENSG00000131668	23180794
MA0723.1	BARX2	ENSG00000043039	23180794
MA0723.1	HMX1	ENSG00000215612	23180794
MA0723.1	HMX2	ENSG00000188816	23180794
MA0723.1	HMX3	ENSG00000188620	23180794
MA0723.1	MSX1	ENSG00000163132	23180794
MA0723.1	MSX2	ENSG00000120149	23180794
MA0723.1	LBX1	ENSG00000138136	23180794
MA0723.1	LBX2	ENSG00000179528	23180794
MA0723.1	BARHL1	ENSG00000125492	23180794
MA0723.1	BARHL2	ENSG00000143032	23180794
MA0723.1	NR2E1	ENSG00000112333	23180794
MA0724.1	NANOG	ENSG00000111704	23180794
MA0724.1	NOTO	ENSG00000214513	23180794
MA0724.1	BSX	ENSG00000188909	23180794
MA0724.1	HHEX	ENSG00000152804	23180794
MA0724.1	HLX	ENSG00000136630	23180794
MA0724.1	EN1	ENSG00000163064	23180794
MA0724.1	EN2	ENSG00000164778	23180794
MA0724.1	EMX1	ENSG00000135638	23180794
MA0724.1	EMX2	ENSG00000170370	23180794
MA0724.1	DLX1	ENSG00000144355	23180794
MA0724.1	DLX2	ENSG00000115844	23180794
MA0724.1	DLX3	ENSG00000064195	23180794
MA0724.1	DLX4	ENSG00000108813	23180794
MA0724.1	DLX5	ENSG00000105880	23180794
MA0724.1	DLX6	ENSG00000006377	23180794
MA0724.1	DBX1	ENSG00000109851	23180794
MA0724.1	DBX2	ENSG00000185610	23180794
MA0724.1	VAX1	ENSG00000148704	23180794
MA0724.1	VAX2	ENSG00000116035	23180794
MA0724.1	TLX1	ENSG00000107807	23180794
MA0724.1	TLX2	ENSG00000115297	23180794
MA0724.1	TLX3	ENSG00000164438	23180794
MA0724.1	BARX1	ENSG00000131668	23180794
MA0724.1	BARX2	ENSG00000043039	23180794
MA0724.1	HMX1	ENSG00000215612	23180794
MA0724.1	HMX2	ENSG00000188816	23180794
MA0724.1	HMX3	ENSG00000188620	23180794
MA0724.1	MSX1	ENSG00000163132	23180794
MA0724.1	MSX2	ENSG00000120149	23180794
MA0724.1	LBX1	ENSG00000138136	23180794
MA0724.1	LBX2	ENSG00000179528	23180794
MA0724.1	BARHL1	ENSG00000125492	23180794
MA0724.1	BARHL2	ENSG00000143032	23180794
MA0724.1	NR2E1	ENSG00000112333	23180794
MA0725.1	HOPX	ENSG00000171476	23180794
MA0725.1	ISX	ENSG00000175329	23180794
MA0725.1	LEUTX	ENSG00000213921	23180794
MA0725.1	NOBOX	ENSG00000106410	23180794
MA0725.1	OTP	ENSG00000171540	23180794
MA0725.1	ARGFX	ENSG00000186103	23180794
MA0725.1	RAX	ENSG00000134438	23180794
MA0725.1	SEBOX	ENSG00000274529	23180794
MA0725.1	SHOX	ENSG00000185960	23180794
MA0725.1	UNCX	ENSG00000164853	23180794
MA0725.1	ARX	ENSG00000004848	23180794
MA0725.1	DPRX	ENSG00000204595	23180794
MA0725.1	DRGX	ENSG00000165606	23180794
MA0725.1	GSC	ENSG00000133937	23180794
MA0725.1	GSC2	ENSG00000063515	23180794
MA0725.1	ESX1	ENSG00000123576	23180794
MA0725.1	DUXA	ENSG00000258873	23180794
MA0725.1	DUX4	ENSG00000260596	23180794
MA0725.1	VSX2	ENSG00000119614	23180794
MA0725.1	TPRX1	ENSG00000178928	23180794
MA0725.1	SHOX2	ENSG00000168779	23180794
MA0725.1	RHOXF1	ENSG00000101883	23180794
MA0725.1	RHOXF2	ENSG00000131721	23180794
MA0725.1	RHOXF2B	ENSG00000203989	23180794
MA0725.1	RAX2	ENSG00000173976	23180794
MA0725.1	PRRX1	ENSG00000116132	23180794
MA0725.1	PRRX2	ENSG00000167157	23180794
MA0725.1	PROP1	ENSG00000175325	23180794
MA0725.1	PITX1	ENSG00000069011	23180794
MA0725.1	PITX2	ENSG00000164093	23180794
MA0725.1	PITX3	ENSG00000107859	23180794
MA0725.1	PHOX2A	ENSG00000165462	23180794
MA0725.1	PHOX2B	ENSG00000109132	23180794
MA0725.1	OTX1	ENSG00000115507	23180794
MA0725.1	OTX2	ENSG00000165588	23180794
MA0725.1	CRX	ENSG00000105392	23180794
MA0725.1	MIXL1	ENSG00000185155	23180794
MA0725.1	HESX1	ENSG00000163666	23180794
MA0725.1	ALX1	ENSG00000180318	23180794
MA0725.1	ALX3	ENSG00000156150	23180794
MA0725.1	ALX4	ENSG00000052850	23180794
MA0725.1	ELF3	ENSG00000163435	23180794
MA0726.1	HOPX	ENSG00000171476	23180794
MA0726.1	ISX	ENSG00000175329	23180794
MA0726.1	LEUTX	ENSG00000213921	23180794
MA0726.1	NOBOX	ENSG00000106410	23180794
MA0726.1	OTP	ENSG00000171540	23180794
MA0726.1	ARGFX	ENSG00000186103	23180794
MA0726.1	RAX	ENSG00000134438	23180794
MA0726.1	SEBOX	ENSG00000274529	23180794
MA0726.1	SHOX	ENSG00000185960	23180794
MA0726.1	UNCX	ENSG00000164853	23180794
MA0726.1	ARX	ENSG00000004848	23180794
MA0726.1	DPRX	ENSG00000204595	23180794
MA0726.1	DRGX	ENSG00000165606	23180794
MA0726.1	GSC	ENSG00000133937	23180794
MA0726.1	GSC2	ENSG00000063515	23180794
MA0726.1	ESX1	ENSG00000123576	23180794
MA0726.1	DUXA	ENSG00000258873	23180794
MA0726.1	DUX4	ENSG00000260596	23180794
MA0726.1	VSX1	ENSG00000100987	23180794
MA0726.1	TPRX1	ENSG00000178928	23180794
MA0726.1	SHOX2	ENSG00000168779	23180794
MA0726.1	RHOXF1	ENSG00000101883	23180794
MA0726.1	RHOXF2	ENSG00000131721	23180794
MA0726.1	RHOXF2B	ENSG00000203989	23180794
MA0726.1	RAX2	ENSG00000173976	23180794
MA0726.1	PRRX1	ENSG00000116132	23180794
MA0726.1	PRRX2	ENSG00000167157	23180794
MA0726.1	PROP1	ENSG00000175325	23180794
MA0726.1	PITX1	ENSG00000069011	23180794
MA0726.1	PITX2	ENSG00000164093	23180794
MA0726.1	PITX3	ENSG00000107859	23180794
MA0726.1	PHOX2A	ENSG00000165462	23180794
MA0726.1	PHOX2B	ENSG00000109132	23180794
MA0726.1	OTX1	ENSG00000115507	23180794
MA0726.1	OTX2	ENSG00000165588	23180794
MA0726.1	CRX	ENSG00000105392	23180794
MA0726.1	MIXL1	ENSG00000185155	23180794
MA0726.1	HESX1	ENSG00000163666	23180794
MA0726.1	ALX1	ENSG00000180318	23180794
MA0726.1	ALX3	ENSG00000156150	23180794
MA0726.1	ALX4	ENSG00000052850	23180794
MA0726.1	ELF3	ENSG00000163435	23180794
MA0727.1	ESR1	ENSG00000091831	23180794
MA0727.1	ESR2	ENSG00000140009	23180794
MA0727.1	ESRRA	ENSG00000173153	23180794
MA0727.1	ESRRB	ENSG00000119715	23180794
MA0727.1	ESRRG	ENSG00000196482	23180794
MA0727.1	NR3C1	ENSG00000113580	23180794
MA0727.1	PGR	ENSG00000082175	23180794
MA0727.1	AR	ENSG00000169083	23180794
MA0732.1	EGR1	ENSG00000120738	23180794
MA0732.1	EGR2	ENSG00000122877	23180794
MA0732.1	EGR4	ENSG00000135625	23180794
MA0732.1	KLF1	ENSG00000105610	23180794
MA0732.1	KLF10	ENSG00000155090	23180794
MA0732.1	KLF11	ENSG00000172059	23180794
MA0732.1	KLF12	ENSG00000118922	23180794
MA0732.1	KLF13	ENSG00000169926	23180794
MA0732.1	KLF14	ENSG00000266265	23180794
MA0732.1	KLF15	ENSG00000163884	23180794
MA0732.1	KLF16	ENSG00000129911	23180794
MA0732.1	KLF17	ENSG00000171872	23180794
MA0732.1	KLF2	ENSG00000127528	23180794
MA0732.1	KLF3	ENSG00000109787	23180794
MA0732.1	KLF4	ENSG00000136826	23180794
MA0732.1	KLF5	ENSG00000102554	23180794
MA0732.1	KLF6	ENSG00000067082	23180794
MA0732.1	KLF7	ENSG00000118263	23180794
MA0732.1	KLF8	ENSG00000102349	23180794
MA0732.1	KLF9	ENSG00000119138	23180794
MA0732.1	SP1	ENSG00000185591	23180794
MA0732.1	SP2	ENSG00000167182	23180794
MA0732.1	SP3	ENSG00000172845	23180794
MA0732.1	SP4	ENSG00000105866	23180794
MA0732.1	SP5	ENSG00000204335	23180794
MA0732.1	SP6	ENSG00000189120	23180794
MA0732.1	SP7	ENSG00000170374	23180794
MA0732.1	SP8	ENSG00000164651	23180794
MA0732.1	SP9	ENSG00000217236	23180794
MA0733.1	EGR1	ENSG00000120738	23180794
MA0733.1	EGR2	ENSG00000122877	23180794
MA0733.1	EGR3	ENSG00000179388	23180794
MA0733.1	KLF1	ENSG00000105610	23180794
MA0733.1	KLF10	ENSG00000155090	23180794
MA0733.1	KLF11	ENSG00000172059	23180794
MA0733.1	KLF12	ENSG00000118922	23180794
MA0733.1	KLF13	ENSG00000169926	23180794
MA0733.1	KLF14	ENSG00000266265	23180794
MA0733.1	KLF15	ENSG00000163884	23180794
MA0733.1	KLF16	ENSG00000129911	23180794
MA0733.1	KLF17	ENSG00000171872	23180794
MA0733.1	KLF2	ENSG00000127528	23180794
MA0733.1	KLF3	ENSG00000109787	23180794
MA0733.1	KLF4	ENSG00000136826	23180794
MA0733.1	KLF5	ENSG00000102554	23180794
MA0733.1	KLF6	ENSG00000067082	23180794
MA0733.1	KLF7	ENSG00000118263	23180794
MA0733.1	KLF8	ENSG00000102349	23180794
MA0733.1	KLF9	ENSG00000119138	23180794
MA0733.1	SP1	ENSG00000185591	23180794
MA0733.1	SP2	ENSG00000167182	23180794
MA0733.1	SP3	ENSG00000172845	23180794
MA0733.1	SP4	ENSG00000105866	23180794
MA0733.1	SP5	ENSG00000204335	23180794
MA0733.1	SP6	ENSG00000189120	23180794
MA0733.1	SP7	ENSG00000170374	23180794
MA0733.1	SP8	ENSG00000164651	23180794
MA0733.1	SP9	ENSG00000217236	23180794
MA0740.1	EGR1	ENSG00000120738	23180794
MA0740.1	EGR2	ENSG00000122877	23180794
MA0740.1	EGR3	ENSG00000179388	23180794
MA0740.1	EGR4	ENSG00000135625	23180794
MA0740.1	KLF1	ENSG00000105610	23180794
MA0740.1	KLF10	ENSG00000155090	23180794
MA0740.1	KLF11	ENSG00000172059	23180794
MA0740.1	KLF12	ENSG00000118922	23180794
MA0740.1	KLF13	ENSG00000169926	23180794
MA0740.1	KLF15	ENSG00000163884	23180794
MA0740.1	KLF16	ENSG00000129911	23180794
MA0740.1	KLF17	ENSG00000171872	23180794
MA0740.1	KLF2	ENSG00000127528	23180794
MA0740.1	KLF3	ENSG00000109787	23180794
MA0740.1	KLF4	ENSG00000136826	23180794
MA0740.1	KLF5	ENSG00000102554	23180794
MA0740.1	KLF6	ENSG00000067082	23180794
MA0740.1	KLF7	ENSG00000118263	23180794
MA0740.1	KLF8	ENSG00000102349	23180794
MA0740.1	KLF9	ENSG00000119138	23180794
MA0740.1	SP1	ENSG00000185591	23180794
MA0740.1	SP2	ENSG00000167182	23180794
MA0740.1	SP3	ENSG00000172845	23180794
MA0740.1	SP4	ENSG00000105866	23180794
MA0740.1	SP5	ENSG00000204335	23180794
MA0740.1	SP6	ENSG00000189120	23180794
MA0740.1	SP7	ENSG00000170374	23180794
MA0740.1	SP8	ENSG00000164651	23180794
MA0740.1	SP9	ENSG00000217236	23180794
MA0741.1	EGR1	ENSG00000120738	23180794
MA0741.1	EGR2	ENSG00000122877	23180794
MA0741.1	EGR3	ENSG00000179388	23180794
MA0741.1	EGR4	ENSG00000135625	23180794
MA0741.1	KLF1	ENSG00000105610	23180794
MA0741.1	KLF10	ENSG00000155090	23180794
MA0741.1	KLF11	ENSG00000172059	23180794
MA0741.1	KLF12	ENSG00000118922	23180794
MA0741.1	KLF13	ENSG00000169926	23180794
MA0741.1	KLF14	ENSG00000266265	23180794
MA0741.1	KLF15	ENSG00000163884	23180794
MA0741.1	KLF17	ENSG00000171872	23180794
MA0741.1	KLF2	ENSG00000127528	23180794
MA0741.1	KLF3	ENSG00000109787	23180794
MA0741.1	KLF4	ENSG00000136826	23180794
MA0741.1	KLF5	ENSG00000102554	23180794
MA0741.1	KLF6	ENSG00000067082	23180794
MA0741.1	KLF7	ENSG00000118263	23180794
MA0741.1	KLF8	ENSG00000102349	23180794
MA0741.1	KLF9	ENSG00000119138	23180794
MA0741.1	SP1	ENSG00000185591	23180794
MA0741.1	SP2	ENSG00000167182	23180794
MA0741.1	SP3	ENSG00000172845	23180794
MA0741.1	SP4	ENSG00000105866	23180794
MA0741.1	SP5	ENSG00000204335	23180794
MA0741.1	SP6	ENSG00000189120	23180794
MA0741.1	SP7	ENSG00000170374	23180794
MA0741.1	SP8	ENSG00000164651	23180794
MA0741.1	SP9	ENSG00000217236	23180794
MA0742.1	EGR1	ENSG00000120738	23180794
MA0742.1	EGR2	ENSG00000122877	23180794
MA0742.1	EGR3	ENSG00000179388	23180794
MA0742.1	EGR4	ENSG00000135625	23180794
MA0742.1	KLF1	ENSG00000105610	23180794
MA0742.1	KLF10	ENSG00000155090	23180794
MA0742.1	KLF11	ENSG00000172059	23180794
MA0742.1	KLF13	ENSG00000169926	23180794
MA0742.1	KLF14	ENSG00000266265	23180794
MA0742.1	KLF15	ENSG00000163884	23180794
MA0742.1	KLF16	ENSG00000129911	23180794
MA0742.1	KLF17	ENSG00000171872	23180794
MA0742.1	KLF2	ENSG00000127528	23180794
MA0742.1	KLF3	ENSG00000109787	23180794
MA0742.1	KLF4	ENSG00000136826	23180794
MA0742.1	KLF5	ENSG00000102554	23180794
MA0742.1	KLF6	ENSG00000067082	23180794
MA0742.1	KLF7	ENSG00000118263	23180794
MA0742.1	KLF8	ENSG00000102349	23180794
MA0742.1	KLF9	ENSG00000119138	23180794
MA0742.1	SP1	ENSG00000185591	23180794
MA0742.1	SP2	ENSG00000167182	23180794
MA0742.1	SP3	ENSG00000172845	23180794
MA0742.1	SP4	ENSG00000105866	23180794
MA0742.1	SP5	ENSG00000204335	23180794
MA0742.1	SP6	ENSG00000189120	23180794
MA0742.1	SP7	ENSG00000170374	23180794
MA0742.1	SP8	ENSG00000164651	23180794
MA0742.1	SP9	ENSG00000217236	23180794
MA0746.1	EGR1	ENSG00000120738	23180794
MA0746.1	EGR2	ENSG00000122877	23180794
MA0746.1	EGR3	ENSG00000179388	23180794
MA0746.1	EGR4	ENSG00000135625	23180794
MA0746.1	KLF1	ENSG00000105610	23180794
MA0746.1	KLF10	ENSG00000155090	23180794
MA0746.1	KLF11	ENSG00000172059	23180794
MA0746.1	KLF12	ENSG00000118922	23180794
MA0746.1	KLF13	ENSG00000169926	23180794
MA0746.1	KLF14	ENSG00000266265	23180794
MA0746.1	KLF15	ENSG00000163884	23180794
MA0746.1	KLF16	ENSG00000129911	23180794
MA0746.1	KLF17	ENSG00000171872	23180794
MA0746.1	KLF2	ENSG00000127528	23180794
MA0746.1	KLF3	ENSG00000109787	23180794
MA0746.1	KLF4	ENSG00000136826	23180794
MA0746.1	KLF5	ENSG00000102554	23180794
MA0746.1	KLF6	ENSG00000067082	23180794
MA0746.1	KLF7	ENSG00000118263	23180794
MA0746.1	KLF8	ENSG00000102349	23180794
MA0746.1	KLF9	ENSG00000119138	23180794
MA0746.1	SP1	ENSG00000185591	23180794
MA0746.1	SP2	ENSG00000167182	23180794
MA0746.1	SP4	ENSG00000105866	23180794
MA0746.1	SP5	ENSG00000204335	23180794
MA0746.1	SP6	ENSG00000189120	23180794
MA0746.1	SP7	ENSG00000170374	23180794
MA0746.1	SP8	ENSG00000164651	23180794
MA0746.1	SP9	ENSG00000217236	23180794
